percentile,word,translation
0, , 
3,du,[due;of;owing]
0, , 
8,jour,[day;daytime]
0,",",","
0, , 
2,est,[east;eastern;is]
0, , 
19,couleur,[color;dish;suit]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
41,miel,[honey]
0,.,.
0, , 
3,J',[i]
12,étais,[is]
0, , 
18,heureux,[happy]
0, , 
6,aussi,[also;and;as;as well;likewise;so;such;that;then;too]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,cette,[that;this]
0, , 
19,couleur,[color;dish;suit]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
41,miel,[honey]
0,.,.
0, , 
9,Pourquoi,[wherefore;why]
0, , 
19,fallait,[had to]
0, , 
3,il,[he;it]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,j',[i]
100,eusse,[had]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
13,peine,[sadness]
0,...,...
0,"
","
"
0,"
","
"
0,  ,  
3,Il,[he;it]
0, , 
7,faut,[fail to honor commitment;fail to keep promise;have to]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
4,tu,[thou;you]
0, , 
79,tiennes,[yours]
0, , 
9,ta,[thy;your]
0, , 
35,promesse,[engagement;pledge;plight;promise;troth;undertaking;word]
0,",",","
0, , 
5,me,[me;myself]
0, , 
6,dit,[said]
0, , 
35,doucement,[gently;mildly;quietly;slowly;smoothly;softly;with care]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0,",",","
0, , 
3,qui,[that;which;who;whom]
0,",",","
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,nouveau,[fresh;freshman;further;incoming;ingoing;latest;new;novel;tenderfoot;young]
0,",",","
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
5,était,[be;exist;was]
0, , 
33,assis,[sat;seated]
0, , 
17,auprès,[nearby;with]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
6,moi,[ego;i;me;us]
0,.,.
0,"
","
"
0,"
","
"
0,  ,  
13,Quelle,[what;which]
0, , 
35,promesse,[engagement;pledge;plight;promise;troth;undertaking;word]
0,?,?
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
9,sais,[be aware;figure out;ken;know;realize;see;sort out]
0,...,...
2,une,[a;an;one]
0, , 
100,muselière,[muzzle]
0, , 
3,pour,[for;of;to;toward;towards]
0, , 
5,mon,[my]
0, , 
49,mouton,[beetle;fly;mutton;ram;sheep;stool pigeon;tup]
0,...,...
3,je,[i]
0, , 
6,suis,[am]
0, , 
19,responsable,[accountable;accountant;answerable;in charge of;person in charge;person responsible;responsible]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,cette,[that;this]
0, , 
34,fleur,[bloom;blossom;flower]
0,!,!
0,"
","
"
0,"
","
"
3,Je,[i]
0, , 
41,sortis,[break out;come out;come through;direct;draw out;egress;exit;get;go out;ooze out;out;output;party;poke;poke out;pop out;pull;read out;ride out;step out;take out]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
6,ma,[my]
0, , 
30,poche,[bag;crop;poached;pocket;pouch;sac]
0, , 
8,mes,[my]
0, , 
98,ébauches,[draft;drafts;rough drawing;rough outline;rough sketch;sketching out]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
27,dessin,[delineation;design;design ;designing;drawing;line;pattern;picture;trace]
0,.,.
0, , 
1,Le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
1,les,[the;them]
0, , 
89,aperçut,[behold;catch sight of;caught sight;descry;glimpse;perceive;see;sight;spy]
0, , 
1,et,[and]
0, , 
6,dit,[said]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
66,riant,[chortle;have fun;laugh;laughing;rib]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
11,Tes,[your ]
0, , 
100,baobabs,[baobabs]
0,",",","
0, , 
5,ils,[they;those]
0, , 
44,ressemblent,[like;look alike;look like;resemble]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
2,des,[from;of the]
0, , 
58,choux,[cabbage;poppet]
0,...,...
0,"
","
"
0,"
","
"
0,  ,  
15,Oh,[oh;oh!]
0,!,!
0,"
","
"
0,"
","
"
6,Moi,[ego;i;me;us]
0, , 
3,qui,[that;which;who;whom]
0, , 
12,étais,[is]
0, , 
5,si,[as;b;if;si;so;such;that;whether]
0, , 
28,fier,[proud]
0, , 
2,des,[from;of the]
0, , 
100,baobabs,[baobabs]
0,!,!
0,"
","
"
0,"
","
"
0,  ,  
7,Ton,[key;note;pitch;shade;thy;tone;voice;your]
0, , 
50,renard,[fox]
0,...,...
5,ses,[her;his;its]
0, , 
31,oreilles,[ear;ears;lug]
0,...,...
8,elles,[them;they;those]
0, , 
44,ressemblent,[like;look alike;look like;resemble]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
2,des,[from;of the]
0, , 
62,cornes,[honk;horn;horns;toot;wind]
0,...,...
1,et,[and]
0, , 
8,elles,[them;they;those]
0, , 
5,sont,[are;be;exist]
0, , 
7,trop,[overly;overmuch;too;too much;unduly]
0, , 
30,longues,[elongated;long;long-distance;prolonged]
0,!,!
0,"
","
"
0,"
","
"
1,Et,[and]
0, , 
3,il,[he;it]
0, , 
50,rit,[chortle;have fun;laugh;laughter;rib]
0, , 
6,encore,[again;anew;even;furthermore;over;still;yet]
0,.,.
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
8,es,[be;es;exist]
0, , 
43,injuste,[iniquitous;invidious;partial;unfair;unjust;wrong]
0,",",","
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
46,bonhomme,[body;chap;fellow;hubby;old man]
0,",",","
0, , 
3,je,[i]
0, , 
4,ne,[born;not]
0, , 
25,savais,[be aware;figure out;ken;knew;know;realize;see;sort out]
0, , 
7,rien,[anything;naught;nil;nix;nothing;nothingness;zilch]
0, , 
48,dessiner,[define;design;draft;draught;draw;exhibit;lay out;limn;line;pencil;protract;sketch;style;trace over]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
1,les,[the;them]
0, , 
100,boas,[boas]
0, , 
45,fermés,[blocked;bounded;closed;drawn;filled;impervious;locked;sealed;shut;tight]
0, , 
1,et,[and]
0, , 
1,les,[the;them]
0, , 
100,boas,[boas]
0, , 
38,ouverts,[accessible;forthcoming;honest;ingenuous;open;opened;outgoing;responsive;unconfined;ungrounded]
0,.,.
0,"
","
"
0,"
","
"
0,  ,  
15,Oh,[oh;oh!]
0,!,!
0, , 
4,ça,[id;it;that]
0, , 
31,ira,[be;come;do;go;proceed;repair;strike off;travel;will go]
0,",",","
0, , 
6,dit,[said]
0, , 
3,il,[he;it]
0,",",","
0, , 
1,les,[the;them]
0, , 
10,enfants,[babe;baby;bairn;brat;child;children;infant;juvenile;kid;little boy;little girl;young;youngster]
0, , 
23,savent,[be aware;figure out;ken;know;realize;see;sort out]
0,.,.
0,"
","
"
0,"
","
"
3,Je,[i]
0, , 
100,crayonnai,[pencil]
0, , 
7,donc,[consequently;so;therefore;thus;whereof]
0, , 
2,une,[a;an;one]
0, , 
100,muselière,[muzzle]
0,.,.
0, , 
1,Et,[and]
0, , 
3,j',[i]
62,eus,[eus;get;have;hold;own;possess;stock]
0, , 
1,le,[him;it;the]
0, , 
17,coeur,[bosom;core;depth;heart;ticker]
0, , 
45,serré,[close;compact;nip and tuck;probing;serried;stringent;tight;tightly bound]
0, , 
2,en,[at;during;in;into;of;thereof;to]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
6,lui,[he;her;him;it]
0, , 
31,donnant,[bestow;contribute;deal;donate;furnish;give;give in;give out;giving;hand;hand in;impart;mete;pitch;play;present;render;tender;yield]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
8,as,[ace;as;wiz]
0, , 
2,des,[from;of the]
0, , 
19,projets,[projects]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0, , 
3,j',[i]
34,ignore,[ignore;obscure;unheeded;unknown;unrecognized]
0,...,...
0,"
","
"
0,"
","
"
4,Mais,[although;but;only;probably;yet]
0, , 
3,il,[he;it]
0, , 
4,ne,[born;not]
0, , 
5,me,[me;myself]
0, , 
60,répondit,[answer;answer back;field;rejoin;replied;reply;respond;speak;write back]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0,.,.
0, , 
3,Il,[he;it]
0, , 
5,me,[me;myself]
0, , 
6,dit,[said]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
9,sais,[be aware;figure out;ken;know;realize;see;sort out]
0,",",","
0, , 
6,ma,[my]
0, , 
25,chute,[anticlimax;chute;descent;downfall;droop;drop;fall;falling;jolt;overthrow;overturn;plunge;slide;slip;spilling;tumble]
0, , 
3,sur,[about;across;after;against;along;at;before;on;onto;over;to;upon;with]
0, , 
1,la,[a;her;it;la;lah;the;there]
0, , 
12,Terre,[earth]
0,...,...
3,c',[it;that;this]
2,en,[at;during;in;into;of;thereof;to]
0, , 
8,sera,[be;exist;will be]
0, , 
15,demain,[tomorrow]
0, , 
1,l',[him;it;the]
22,anniversaire,[anniversary;birthday]
0,...,...
0,"
","
"
0,"
","
"
8,Puis,[then]
0, , 
6,après,[after;afterward;afterwards;following;hereafter;next;next to]
0, , 
2,un,[a;an;one]
0, , 
23,silence,[hush;noiselessness;pause;quiet;quietness;rest;silence;silencing;still]
0, , 
3,il,[he;it]
0, , 
6,dit,[said]
0, , 
6,encore,[again;anew;even;furthermore;over;still;yet]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
3,J',[i]
12,étais,[is]
0, , 
28,tombé,[fall;grave;tomb;tombstone]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
11,près,[by;close;near;nearby;nigh]
0, , 
1,d',[at;by;from;of;off;out of;than;to;with]
8,ici,[here;hither;over here]
0,...,...
0,"
","
"
0,"
","
"
1,Et,[and]
0, , 
3,il,[he;it]
0, , 
93,rougit,[blush;blushes;flush;go red;mantle;redden]
0,.,.
0,"
","
"
0,"
","
"
1,Et,[and]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,nouveau,[fresh;freshman;further;incoming;ingoing;latest;new;novel;tenderfoot;young]
0,",",","
0, , 
6,sans,[wanting;without]
0, , 
15,comprendre,[apprehend;be included;catch;catch on;compass;comprehend;comprise;conceive;contain;cover;discern;embody;embrace;encompass;follow;gather;get it;grasp;have;have it taped;include;involve;make out;number;penetrate;perceive;pierce;puzzle out;realize;savvy;see;see the light;see through;sense;sink;sort out;take;take in;take up with;to understand;twig;understand]
0, , 
9,pourquoi,[wherefore;why]
0,",",","
0, , 
3,j',[i]
100,éprouvai,[tried]
0, , 
2,un,[a;an;one]
0, , 
53,chagrin,[ache;distress;grief;heartache;shagreen;sorrow;unhappiness]
0, , 
23,bizarre,[bizarre;droll;eccentric;freakish;freaky;funny;intriguing;kinky;odd;outlandish;peculiar;quaint;rum;strange;twisted;unusual;weird]
0,.,.
0, , 
14,Cependant,[however;nevertheless;nonetheless;though;yet]
0, , 
2,une,[a;an;one]
0, , 
10,question,[issue;item;matter;query;question]
0, , 
5,me,[me;myself]
0, , 
56,vint,[be;came;come;reach]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
6,Alors,[here;so;then;yet]
0, , 
3,ce,[it;that;this]
0, , 
4,n',[born;not]
2,est,[east;eastern;is]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
3,par,[by;on;out of;par;per;through;to;via]
0, , 
25,hasard,[chance]
0, , 
2,que,[how;than;that;what;whether;which;whom]
0,",",","
0, , 
1,le,[him;it;the]
0, , 
12,matin,[morning]
0, , 
6,où,[or;that;where;whereabouts;wherein;whither]
0, , 
3,je,[i]
0, , 
7,t',[thee;thyself;you;yourself]
4,ai,[get;have;hold;own;possess;stock]
0, , 
16,connu,[afloat;celebrated;famed;familiar;famous;far-famed;known;renowned]
0,",",","
0, , 
3,il,[he;it]
0, , 
4,y,[y]
0, , 
2,a,[at;by;in;to;upon;with]
0, , 
18,huit,[eight]
0, , 
9,jours,[day;days;daytime]
0,",",","
0, , 
4,tu,[thou;you]
0, , 
7,te,[thee;thyself;you;yourself]
0, , 
100,promenais,[walk]
0, , 
5,comme,[as;as though;like;like that;like this;per;since;such as]
0, , 
4,ça,[id;it;that]
0,",",","
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
9,seul,[alone;bachelor;lone;lonely;lonesome;mere;only;only one;single;sole;unaccompanied;very]
0,",",","
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
26,mille,[mile;thousand]
0, , 
52,milles,[miles]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
8,toutes,[all]
0, , 
22,régions,[area;belt;clime;country;county;district;girdle;part;region;regions]
0, , 
83,habitées,[dwell;inhabit;inhabited;live in;lodge;occupy;shack;stay;tenant]
0,!,!
0, , 
4,Tu,[thou;you]
0, , 
100,retournais,[returned]
0, , 
9,vers,[about;across;after;around;at;line;poetry;rhyme;rime;to;toward;towards;verse]
0, , 
1,le,[him;it;the]
0, , 
9,point,[dot;item;locus;mark;period;pip;pitch;point;position;run;spot;stitch;stop]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,ta,[thy;your]
0, , 
25,chute,[anticlimax;chute;descent;downfall;droop;drop;fall;falling;jolt;overthrow;overturn;plunge;slide;slip;spilling;tumble]
0,?,?
0,"
","
"
0,"
","
"
1,Le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
93,rougit,[blush;blushes;flush;go red;mantle;redden]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,nouveau,[fresh;freshman;further;incoming;ingoing;latest;new;novel;tenderfoot;young]
0,.,.
0, , 
3,Il,[he;it]
0, , 
4,ne,[born;not]
0, , 
62,répondait,[answer;answer back;field;rejoin;replied;reply;respond;speak;write back]
0, , 
7,jamais,[ever;little;ne'er;never;not at all]
0, , 
5,aux,[to]
0, , 
14,questions,[issue;issues;item;matter;query;question]
0,",",","
0, , 
4,mais,[although;but;only;probably;yet]
0,",",","
0, , 
6,quand,[when;whenever;wherever]
0, , 
4,on,[they;we;you]
0, , 
93,rougit,[blush;blushes;flush;go red;mantle;redden]
0,",",","
0, , 
4,ça,[id;it;that]
0, , 
23,signifie,[denote;imply;import;mean;means;notify;signify]
0, , 
0,"""",""""
7,oui,[yea;yeah;yep;yes]
0,"""",""""
0,",",","
0, , 
4,n',[born;not]
2,est,[east;eastern;is]
0, , 
3,ce,[it;that;this]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0,?,?
0,"
","
"
0,"
","
"
0,  ,  
12,Ah,[ah]
0,!,!
0, , 
6,lui,[he;her;him;it]
0, , 
10,dis,[say;un-]
0, , 
3,je,[i]
0,",",","
0, , 
3,j',[i]
4,ai,[get;have;hold;own;possess;stock]
0, , 
13,peur,[fear]
0,...,...
0,"
","
"
0,"
","
"
4,Mais,[although;but;only;probably;yet]
0, , 
3,il,[he;it]
0, , 
5,me,[me;myself]
0, , 
60,répondit,[answer;answer back;field;rejoin;replied;reply;respond;speak;write back]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
16,dois,[must]
0, , 
10,maintenant,[at present;now]
0, , 
17,travailler,[dabble;elaborate;fag;forge;gird on;job;labor;run;stir;to work;work]
0,.,.
0, , 
4,Tu,[thou;you]
0, , 
16,dois,[must]
0, , 
43,repartir,[go on;restart;retort;start off again;to share out]
0, , 
9,vers,[about;across;after;around;at;line;poetry;rhyme;rime;to;toward;towards;verse]
0, , 
9,ta,[thy;your]
0, , 
23,machine,[engine;machine]
0,.,.
0, , 
3,Je,[i]
0, , 
7,t',[thee;thyself;you;yourself]
22,attends,[abide;await;expect;hang about;hang on;hold on;hold the line;look forward to;meet;stay;stick around;wait for;wait on;watch]
0, , 
8,ici,[here;hither;over here]
0,.,.
0, , 
32,Reviens,[cast back;come back;get back;get back at;pop back;recur;return;revert;turn;turn back]
0, , 
15,demain,[tomorrow]
0, , 
10,soir,[dusk;eve;evening]
0,...,...
0,"
","
"
0,"
","
"
4,Mais,[although;but;only;probably;yet]
0, , 
3,je,[i]
0, , 
4,n',[born;not]
12,étais,[is]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
59,rassuré,[at ease;reassured]
0,.,.
0, , 
3,Je,[i]
0, , 
5,me,[me;myself]
0, , 
84,souvenais,[remember]
0, , 
3,du,[due;of;owing]
0, , 
50,renard,[fox]
0,.,.
0, , 
4,On,[they;we;you]
0, , 
15,risque,[danger;hazard;peril;risk;riskiness]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
34,pleurer,[beg;bemoan;bleed;blubber;cry;greet;mourn;shed tears;sob;squeal;wail;water;weep]
0, , 
2,un,[a;an;one]
0, , 
6,peu,[bit;few;little;no;not much;not very;sparsely]
0, , 
5,si,[as;b;if;si;so;such;that;whether]
0, , 
1,l',[him;it;the]
4,on,[they;we;you]
0, , 
4,s',[herself;himself;se;themselves;as;b;if;si;so;such;that;whether]
2,est,[east;eastern;is]
0, , 
21,laissé,[lead;leash;leave alone]
0, , 
84,apprivoiser,[tame]
0,...,...
0,"
","
"
0,"
","
"
28,CHAPITRE,[chapter]
0, , 
100,XXVI,[xxvi]
0,"
","
"
0,"
","
"
3,Il,[he;it]
0, , 
4,y,[y]
0, , 
6,avait,[get;had;have;hold;own;possess;stock]
0,",",","
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
10,côté,[board;coast;hand;quarter;share;side]
0, , 
3,du,[due;of;owing]
0, , 
41,puits,[hole;oiler;shaft;well]
0,",",","
0, , 
2,une,[a;an;one]
0, , 
50,ruine,[bankruptcy;doom;perdition;rack;ruin;ruination;smash;undoing;wrack;wreck]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
15,vieux,[aged;aging;ancient;cogged;colonist;dodderer;doddery;gaffer;grey-haired;long in the tooth;obsolete;old;old man;olden;out-of-date;outdated;winterly;wintry]
0, , 
23,mur,[dike;dyke;ripe;wall]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
13,pierre,[rock ]
0,.,.
0, , 
13,Lorsque,[when]
0, , 
3,je,[i]
0, , 
100,revins,[luns]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
5,mon,[my]
0, , 
9,travail,[business;employ;employment;engagement;game;job;labor;occupation;place;pursuit;task;work;working]
0,",",","
0, , 
1,le,[him;it;the]
0, , 
21,lendemain,[next day;the following day;tomorrow]
0, , 
10,soir,[dusk;eve;evening]
0,",",","
0, , 
3,j',[i]
75,aperçus,[glimpse;sketch;survey]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
11,loin,[far]
0, , 
5,mon,[my]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
33,assis,[sat;seated]
0, , 
6,là,[there;thither]
0, , 
12,haut,[high]
0,",",","
0, , 
1,les,[the;them]
0, , 
29,jambes,[leg;legs;shank]
0, , 
100,pendantes,[hanging]
0,.,.
0, , 
1,Et,[and]
0, , 
3,je,[i]
0, , 
1,l',[him;it;the]
99,entendis,[hear;heard;sound;understand]
0, , 
3,qui,[that;which;who;whom]
0, , 
31,parlait,[converse;say;speak;talk;tell;tongue;voice;was talking]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
4,ne,[born;not]
0, , 
7,t',[thee;thyself;you;yourself]
2,en,[at;during;in;into;of;thereof;to]
0, , 
28,souviens,[remember]
0, , 
7,donc,[consequently;so;therefore;thus;whereof]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0,?,?
0, , 
22,disait,[said]
0, , 
3,il,[he;it]
0,.,.
0, , 
3,Ce,[it;that;this]
0, , 
4,n',[born;not]
2,est,[east;eastern;is]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
5,tout,[all;all up;any;anything;entire;every;in all;most important;very;whole]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
5,fait,[do;event;fact;occurrence;phenomenon;ripe]
0, , 
8,ici,[here;hither;over here]
0,!,!
0,"
","
"
0,"
","
"
2,Une,[a;an;one]
0, , 
6,autre,[alternative;another;different;else;far;new;opposite;other]
0, , 
13,voix,[call;poll;voice]
0, , 
6,lui,[he;her;him;it]
0, , 
60,répondit,[answer;answer back;field;rejoin;replied;reply;respond;speak;write back]
0, , 
6,sans,[wanting;without]
0, , 
13,doute,[discredit;doubt;misgiving;qualm;query;question;uncertainty]
0,",",","
0, , 
17,puisqu',[as;since]
3,il,[he;it]
0, , 
100,répliqua,[replied]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
5,Si,[as;b;if;si;so;such;that;whether]
0,!,!
0, , 
5,Si,[as;b;if;si;so;such;that;whether]
0,!,!
0, , 
3,c',[it;that;this]
2,est,[east;eastern;is]
0, , 
5,bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
1,le,[him;it;the]
0, , 
8,jour,[day;daytime]
0,",",","
0, , 
4,mais,[although;but;only;probably;yet]
0, , 
3,ce,[it;that;this]
0, , 
4,n',[born;not]
2,est,[east;eastern;is]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
8,ici,[here;hither;over here]
0, , 
1,l',[him;it;the]
18,endroit,[locality;locus;place;point;scene;spot;tinder-box]
0,...,...
0,"
","
"
0,"
","
"
3,Je,[i]
0, , 
63,poursuivis,[adjudicate;carry;chase;continue;follow;follow in footsteps;follow up;get on;give chase;go after;go ahead;go on;hound;hunt;keep an eye on;keep on;press;proceed;prosecute;prosecuted;pursue;push;sustain;tag]
0, , 
6,ma,[my]
0, , 
14,marche,[drive;foot;going;march;market;motion;operation;perambulation;running;stair;walking]
0, , 
9,vers,[about;across;after;around;at;line;poetry;rhyme;rime;to;toward;towards;verse]
0, , 
1,le,[him;it;the]
0, , 
23,mur,[dike;dyke;ripe;wall]
0,.,.
0, , 
3,Je,[i]
0, , 
4,ne,[born;not]
0, , 
45,voyais,[be able to see;behold;conceive;imagine;look;saw;see;sight;spy;take notice;vide;view;watch]
0, , 
10,ni,[neither;nor;or]
0, , 
64,entendais,[hear;heard;sound;understand]
0, , 
7,toujours,[all along;all during;always;aye;constantly;ever;evermore;for aye;forever;still;yet]
0, , 
8,personne,[anybody;anyone;man;no one;nobody;none;person;personage;self]
0,.,.
0, , 
14,Pourtant,[all the same;even so;however;however good;nevertheless;nonetheless;though;yet]
0, , 
1,le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
100,répliqua,[replied]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
9,nouveau,[fresh;freshman;further;incoming;ingoing;latest;new;novel;tenderfoot;young]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
0,...,...
5,Bien,[all right;alright;decent;gold;good;greatly;kindly;nice;nicely;ok;okay;okey;possession;right;rightly;very;welfare;well;well-being]
0, , 
13,sûr,[certain;clear;confident;dependable;in the bag;on;positive;reliable;retentive;safe;secure;sound;steady;sterling;sure;trusty;unerring;unfailing]
0,.,.
0, , 
4,Tu,[thou;you]
0, , 
42,verras,[be able to see;behold;conceive;imagine;look;see;sight;spy;take notice;vide;view;watch;will see]
0, , 
6,où,[or;that;where;whereabouts;wherein;whither]
0, , 
15,commence,[begin;begin on;commence;get started;incept;initiate;institute;launch;lead off;open;set about;set to;start;start up;strike up;tee off]
0, , 
6,ma,[my]
0, , 
33,trace,[delineation;hint;impress;mark;odor;odour;scent;smudge;spoor;streak;taint;trace;trace-horse;track;trail;tug]
0, , 
3,dans,[aboard;along;during;in;inside;into;on;within]
0, , 
1,le,[him;it;the]
0, , 
33,sable,[fettle;grit;grittiness;sand]
0,.,.
0, , 
4,Tu,[thou;you]
0, , 
4,n',[born;not]
8,as,[ace;as;wiz]
0, , 
2,qu',[how;than;that;what;whether;which;whom]
1,à,[at;by;in;to;upon;with]
0, , 
5,m',[me;myself]
4,y,[y]
0, , 
17,attendre,[to wait for]
0,.,.
0, , 
3,J',[i]
4,y,[y]
0, , 
28,serai,[be;exist;will be]
0, , 
5,cette,[that;this]
0, , 
12,nuit,[darkness;night;night time]
0,...,...
0,"
","
"
0,"
","
"
3,J',[i]
12,étais,[is]
0, , 
1,à,[at;by;in;to;upon;with]
0, , 
21,vingt,[twenty]
0, , 
19,mètres,[meter;meters;metre]
0, , 
3,du,[due;of;owing]
0, , 
23,mur,[dike;dyke;ripe;wall]
0, , 
1,et,[and]
0, , 
3,je,[i]
0, , 
4,ne,[born;not]
0, , 
45,voyais,[be able to see;behold;conceive;imagine;look;saw;see;sight;spy;take notice;vide;view;watch]
0, , 
7,toujours,[all along;all during;always;aye;constantly;ever;evermore;for aye;forever;still;yet]
0, , 
7,rien,[anything;naught;nil;nix;nothing;nothingness;zilch]
0,.,.
0,"
","
"
0,"
","
"
1,Le,[him;it;the]
0, , 
8,petit,[child;diminutive;little;petty;quiet;remote;short;small;toy;whelp]
0, , 
21,prince,[prince]
0, , 
6,dit,[said]
0, , 
6,encore,[again;anew;even;furthermore;over;still;yet]
0,",",","
0, , 
6,après,[after;afterward;afterwards;following;hereafter;next;next to]
0, , 
2,un,[a;an;one]
0, , 
23,silence,[hush;noiselessness;pause;quiet;quietness;rest;silence;silencing;still]
0,:,:
0,"
","
"
0,"
","
"
0,  ,  
4,Tu,[thou;you]
0, , 
8,as,[ace;as;wiz]
0, , 
3,du,[due;of;owing]
0, , 
7,bon,[beneficial;bond;comfortable;dainty;favorable;favourable;good;kind;kindly;lovely;nice;open-hearted;reliable;right;then;voucher;warrant;well]
0, , 
70,venin,[poison;venom]
0,?,?
0, , 
4,Tu,[thou;you]
0, , 
8,es,[be;es;exist]
0, , 
13,sûr,[certain;clear;confident;dependable;in the bag;on;positive;reliable;retentive;safe;secure;sound;steady;sterling;sure;trusty;unerring;unfailing]
0, , 
1,de,[at;by;from;of;off;out of;than;to;with]
0, , 
4,ne,[born;not]
0, , 
2,pas,[foot;footstep;gage;gauge;move;not;pace;pitch;step;steps;tread]
0, , 
5,me,[me;myself]
0, , 
5,faire,[build;cook;do;draw up;go in for;handle;make;make up;perform;play;prepare;proffer;take;to do;transact;work]
0, , 
35,souffrir,[ache;ail;bear;brook;crank;experience;go through;have hard time;know;languish;smart;stick;suffer;toil]
0, , 
13,longtemps,[a long time;for a long time;long-standing;longtime]
0,?,?
0,"
","
"
0,"
","
"
3,Je,[i]
0, , 
68,fis,[fis]
0, , 
54,halte,[halt;layover;stop;stopover]
0,",",","
0, , 
